locid;name;lohnk_00;lohnk_01;lohnk_02;lohnk_03;lohnk_04;lohnk_05;lohnk_06;lohnk_07;lohnk_08;lohnk_09;lohnk_10;lohnk_11;lohnk_12;lohnk_13;lohnk_14;lohnk_15;lohnk_16;lohnk_17;lohnk_18;lohnk_19;lohnk_20;lohnk_21;lohnk_22;lohnk_23;lohnk_24;lohnk_25;lohnk_26;lohnk_27;lohnk_28;lohnk_29;lohnk_30;lohnk_31;lohnk_32;lohnk_33;lohnk_34;lohnk_35;lohnk_36;lohnk_37;lohnk_38;lohnk_39;lohnk_40;lohnk_41;lohnk_42;lohnk_43;lohnk_44;lohnk_45;lohnk_46;lohnk_47;lohnk_48;lohnk_49;lohnk_50;arbl_00;arbl_01;arbl_02;arbl_03;arbl_04;arbl_05;arbl_06;arbl_07;arbl_08;arbl_09;arbl_10;arbl_11;arbl_12;arbl_13;arbl_14;arbl_15;arbl_16;arbl_17;arbl_18;arbl_19;arbl_20;arbl_21;arbl_22;arbl_23;arbl_24;arbl_25;arbl_26;arbl_27;arbl_28;arbl_29;arbl_30;arbl_31;arbl_32;arbl_33;arbl_34;arbl_35;arbl_36;arbl_37;arbl_38;arbl_39;arbl_40;arbl_41;arbl_42;arbl_43;arbl_44;arbl_45;arbl_46;arbl_47;arbl_48;arbl_49;arbl_50;st_gh_00;st_gh_01;st_gh_02;st_gh_03;st_gh_04;st_gh_05;st_gh_06;st_gh_07;st_gh_08;st_gh_09;st_gh_10;st_gh_11;st_gh_12;st_gh_13;st_gh_14;st_gh_15;st_gh_16;st_gh_17;st_gh_18;st_gh_19;st_gh_20;st_gh_21;st_gh_22;st_gh_23;st_gh_24;st_gh_25;st_gh_26;st_gh_27;st_gh_28;st_gh_29;st_gh_30;st_gh_31;st_gh_32;st_gh_33;st_gh_34;st_gh_35;st_gh_36;st_gh_37;st_gh_38;st_gh_39;st_gh_40;st_gh_41;st_gh_42;st_gh_43;st_gh_44;st_gh_45;st_gh_46;st_gh_47;st_gh_48;st_gh_49;st_gh_50;st_kh_00;st_kh_01;st_kh_02;st_kh_03;st_kh_04;st_kh_05;st_kh_06;st_kh_07;st_kh_08;st_kh_09;st_kh_10;st_kh_11;st_kh_12;st_kh_13;st_kh_14;st_kh_15;st_kh_16;st_kh_17;st_kh_18;st_kh_19;st_kh_20;st_kh_21;st_kh_22;st_kh_23;st_kh_24;st_kh_25;st_kh_26;st_kh_27;st_kh_28;st_kh_29;st_kh_30;st_kh_31;st_kh_32;st_kh_33;st_kh_34;st_kh_35;st_kh_36;st_kh_37;st_kh_38;st_kh_39;st_kh_40;st_kh_41;st_kh_42;st_kh_43;st_kh_44;st_kh_45;st_kh_46;st_kh_47;st_kh_48;st_kh_49;st_kh_50;st_hold_00;st_hold_01;st_hold_02;st_hold_03;st_hold_04;st_hold_05;st_hold_06;st_hold_07;st_hold_08;st_hold_09;st_hold_10;st_hold_11;st_hold_12;st_hold_13;st_hold_14;st_hold_15;st_hold_16;st_hold_17;st_hold_18;st_hold_19;st_hold_20;st_hold_21;st_hold_22;st_hold_23;st_hold_24;st_hold_25;st_hold_26;st_hold_27;st_hold_28;st_hold_29;st_hold_30;st_hold_31;st_hold_32;st_hold_33;st_hold_34;st_hold_35;st_hold_36;st_hold_37;st_hold_38;st_hold_39;st_hold_40;st_hold_41;st_hold_42;st_hold_43;st_hold_44;st_hold_45;st_hold_46;st_hold_47;st_hold_48;st_hold_49;st_hold_50;ste_h_00;ste_h_01;ste_h_02;ste_h_03;ste_h_04;ste_h_05;ste_h_06;ste_h_07;ste_h_08;ste_h_09;ste_h_10;ste_h_11;ste_h_12;ste_h_13;ste_h_14;ste_h_15;ste_h_16;ste_h_17;ste_h_18;ste_h_19;ste_h_20;ste_h_21;ste_h_22;ste_h_23;ste_h_24;ste_h_25;ste_h_26;ste_h_27;ste_h_28;ste_h_29;ste_h_30;ste_h_31;ste_h_32;ste_h_33;ste_h_34;ste_h_35;ste_h_36;ste_h_37;ste_h_38;ste_h_39;ste_h_40;ste_h_41;ste_h_42;ste_h_43;ste_h_44;ste_h_45;ste_h_46;ste_h_47;ste_h_48;ste_h_49;ste_h_50;stv_h_00;stv_h_01;stv_h_02;stv_h_03;stv_h_04;stv_h_05;stv_h_06;stv_h_07;stv_h_08;stv_h_09;stv_h_10;stv_h_11;stv_h_12;stv_h_13;stv_h_14;stv_h_15;stv_h_16;stv_h_17;stv_h_18;stv_h_19;stv_h_20;stv_h_21;stv_h_22;stv_h_23;stv_h_24;stv_h_25;stv_h_26;stv_h_27;stv_h_28;stv_h_29;stv_h_30;stv_h_31;stv_h_32;stv_h_33;stv_h_34;stv_h_35;stv_h_36;stv_h_37;stv_h_38;stv_h_39;stv_h_40;stv_h_41;stv_h_42;stv_h_43;stv_h_44;stv_h_45;stv_h_46;stv_h_47;stv_h_48;stv_h_49;stv_h_50;aansch_00;aansch_01;aansch_02;aansch_03;aansch_04;aansch_05;aansch_06;aansch_07;aansch_08;aansch_09;aansch_10;aansch_11;aansch_12;aansch_13;aansch_14;aansch_15;aansch_16;aansch_17;aansch_18;aansch_19;aansch_20;aansch_21;aansch_22;aansch_23;aansch_24;aansch_25;aansch_26;aansch_27;aansch_28;aansch_29;aansch_30;aansch_31;aansch_32;aansch_33;aansch_34;aansch_35;aansch_36;aansch_37;aansch_38;aansch_39;aansch_40;aansch_41;aansch_42;aansch_43;aansch_44;aansch_45;aansch_46;aansch_47;aansch_48;aansch_49;aansch_50;bhf_00;bhf_01;bhf_02;bhf_03;bhf_04;bhf_05;bhf_06;bhf_07;bhf_08;bhf_09;bhf_10;bhf_11;bhf_12;bhf_13;bhf_14;bhf_15;bhf_16;bhf_17;bhf_18;bhf_19;bhf_20;bhf_21;bhf_22;bhf_23;bhf_24;bhf_25;bhf_26;bhf_27;bhf_28;bhf_29;bhf_30;bhf_31;bhf_32;bhf_33;bhf_34;bhf_35;bhf_36;bhf_37;bhf_38;bhf_39;bhf_40;bhf_41;bhf_42;bhf_43;bhf_44;bhf_45;bhf_46;bhf_47;bhf_48;bhf_49;bhf_50;bhf_ns_00;bhf_ns_01;bhf_ns_02;bhf_ns_03;bhf_ns_04;bhf_ns_05;bhf_ns_06;bhf_ns_07;bhf_ns_08;bhf_ns_09;bhf_ns_10;bhf_ns_11;bhf_ns_12;bhf_ns_13;bhf_ns_14;bhf_ns_15;bhf_ns_16;bhf_ns_17;bhf_ns_18;bhf_ns_19;bhf_ns_20;bhf_ns_21;bhf_ns_22;bhf_ns_23;bhf_ns_24;bhf_ns_25;bhf_ns_26;bhf_ns_27;bhf_ns_28;bhf_ns_29;bhf_ns_30;bhf_ns_31;bhf_ns_32;bhf_ns_33;bhf_ns_34;bhf_ns_35;bhf_ns_36;bhf_ns_37;bhf_ns_38;bhf_ns_39;bhf_ns_40;bhf_ns_41;bhf_ns_42;bhf_ns_43;bhf_ns_44;bhf_ns_45;bhf_ns_46;bhf_ns_47;bhf_ns_48;bhf_ns_49;bhf_ns_50
3001;Herisau;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;94200;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;48100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3002;Hundwil;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003;Schönengrund;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004;Schwellbrunn;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;107995;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;55199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005;Stein (AR);6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;100087;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;51121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006;Urnäsch;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;104700;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;53500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007;Waldstatt;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;6293;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;181571;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;7300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;101405;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;51801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
