"Duration";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30"
"P";0.06;0.2;0.2;0.185;0.15;0.13;0.11;0.09;0.08;0.09;0.105;0.11;0.09;0.09;0.09;0.09;0.09;0.08;0.08;0.07;0.07;0.06;0.06;0.05;0.05;0.04;0.04;0.03;0.03;0.03
